甲,乙,丙,丁,戊,己,庚,辛,壬,癸,,
子,丑,寅,卯,辰,巳,午,未,申,酉,戌,亥
,หลักวัน,
7.0,病,แป่,เจ็บไข้ได้ป่วย เสียเงินเสียทอง การเดินทางไกล สภาวะสูญสิ้น ความเสื่อม การจากถิ่นฐาน การเคลื่อนไหว,,,,,,,,,,,,,,,,,
,,โรคภัย,ความเจ็บป่วยที่เกิดขึ้นจากเชื้อโรค หรือ ร่างกายที่อ่อนแอลง ทำให้กิจกรรมบางอย่างไม่สามารถกระทำได้ดี,,,,,,,,,,,,,,,,,
,,,โรคภัยไข้เจ็บ การเจ็บป่วย สุขภาพอ่อนแอลง เสียเงินทองเพราะความเจ็บป่วยที่ต้องการดูแล ความเสื่อมถอยของทุกสิ่งทั้งสุขภาพ และ เงิน นอนพักรักษาตัว ความอ่อนแรงของกล้ามเนื้อ การเดินทางไกล เพื่อย้ายถิ่นฐาน ไปอยู่อีกที่หนึ่ง สถานที่อยู่ห่างไกลจากที่เคยเป็นอยู่ โยกย้าย
,,
,,
,,
,,
,,,การไหลเวียนของน้ำที่มีสภาพไม่เหมาะสมกับการใช้สอย,,,,,,,,,,,,,,,,,
8.0,死,ซี่,สูญเสีย เสียหายตายจาก หมดหวัง ผลัดพราก ไม่ขยัน ไม่จีรังยั่งยืน ถูกถอดตำแหน่ง ความลำบาก ไม่เจริญงอกงาม อยู่เฉย,,,,,,,,,,,,,,,,,
,,มรณะ,ความตายย่อมเกิดขึ้นกับทุกคน ไม่มีใครที่สามารถหลีกเลี่ยงได้ การสูญเสียสิ่งที่รัก สิ่งที่ชอบย่อมหมดสิ้นไป,,,,,,,,,,,,,,,,,
,,,สูญเสีย ความหมดหวังในทุกสิ่ง หมดสิ้นเยื่อใย การตายจากซึ่งกันและกัน ทั้งจากเป็น/จากตาย การพลัดพราก การจองจำอยู่กับที่ ไม่อยากทำ การปิดตายทั้งความคิดและข้อเสนอแนะต่างๆ ความขี้เกียจ เบื่อหน่าย นั่งเหม่อลอย คิดเพ้อฝัน ไร้จิตวิญญาณ ไร้ตัวตน สูญสิ้นหมดทุกสิ่งอย่าง
,,
,,
,,
,,
,,
,,,การไหลเวียนของน้ำที่ไม่สามารถนำมาใช้สอยได้ น้ำตาย,,,,,,,,,,,,,,,,,
9.0,墓,หมอ,รวบรวมไว้ กักไว้ ซ่อนไว้ ขุมคลัง การเก็บ การสะสม รอทนุบำรุง สุสานอันเป็นที่ฝังเก็บ อยู่กับที่,,,,,,,,,,,,,,,,,
,,กองคลัง,การเก็บกักทุกสิ่งทุกอย่างคืนสู่ธรรมชาติ ไม่ว่าจะเป็นร่างกายหรือทรัพย์สมบัติทั้งหมด เหลือไว้เพียงคุณงามความดี,,,,,,,,,,,,,,,,,
,,,การรวบรวม การกักเก็บไว้ กักตุนสินค้า โกดัง สถานที่ที่รอการทำนุบำรุงเอาใจใส่ ซ่อมแซม หลุมฝังศพ การฝังดิน การฝังสิ่งที่ไม่ต้องการแล้ว ขุมคลังมสมบัติที่ถูกเก็บซ่อนเอาไว้ การหลบซ่อน การเก็บตัว การปกปิด การพรางตัวไม่ให้ใครรู้ การไม่เผยแพร่สิ่งใดสิ่งหนึ่ง ความลับที่ปิดบังไว้
,,
,,
,,
,,
,,
,,
,,,การไหลเวียนของน้ำที่เป็นแหล่งรวมแร่ธาตุต่างๆ,,,,,,,,,,,,,,,,,
10.0,绝,เจ๊าะ,สูญสิ้น หายนะ การขาดหาย การสกัดกั้นให้เสียหาย ความมืด ฉีกหน้าให้เสียหาย ไม่แสดงออก ความว่างเปล่า ความแตกแยก โง่เขลา,,,,,,,,,,,,,,,,,
,,มลายสิ้น,การสูญสลายของทุกสิ่ง การย่อยสลายจนไม่เหลือเค้าโครงเดิม สูญสิ้นทุกสิ่งทุกอย่าง ทั้งร่างกาย และ สมบัติเงินทอง,,,,,,,,,,,,,,,,,
,,,การแตกสลาย สูญสลาย สาบสูญ สูญสิ้นทุกสิ่ง การย่อยสลาย ผุผังไม่มีเหลือซาก ความเสียหาย การทำลายล้าง ฆาตกรรม ทิ่มแทง การข่มขืน การเสียตัว การทำร้ายผู้อื่นโดยหวังผลที่หวังไว้ ไสยศาสตร์ด้านมืด ภูตผีปีศาจ สิ่งชั่วร้ายต่างๆ ไม่หลงเหลือทุกสิ่งกับสิ่งที่ตัวเองรัก/ต้องการ
,,
,,
,,
,,
,,
,,,การไหลเวียนของน้ำที่ทำลายได้ทุกสรรพสิ่งให้เสียหาย,,,,,,,,,,,,,,,,,
11.0,胎,ทอ,การก่อเกิดการกำเนิด การเริ่มต้น การประคบประหงม เบื้องต้น ไม่สมประกอบ การดูแล การตั้งครรภ์ ฝากเพื่อต้องการบำรุง ค่อยๆกำเนิด,,,,,,,,,,,,,,,,,
,,ตั้งครรภ์,การปฏิสนธิระหว่างเพศชาย และ เพศหญิง ที่มีความสมบรูณ์ ก่อกำเนิดสิ่งมีชีวิตที่อาศัยอยู่ในครรภ์ของมารดา,,,,,,,,,,,,,,,,,
,,,การปฏิสนธิเพื่อก่อให้เกิด การเริ่มต้นตั้งครรภ์ ดูแล ประคบประหงม ทะนุนอม บำรุงรักษา การเลี้ยงดูอย่างดี การประคับประคองสิ่งดีงาม การอุ้มชู ค่อยเป็นค่อยไป ไม่เร่งรีบเกิดผลลัพธ์ การเกิดใหม่ บางครั้งอาจไม่สมประกอบดังหวัง เชื่องช้าในการเดินทาง ระมัดระวังตัวสม่ำเสมอ
,,
,,
,,
,,
,,
,,,การไหลเวียนของน้ำที่เป็นแหล่งกำเนิดของน้ำ หรือ ตาน้ำ,,,,,,,,,,,,,,,,,
12.0,养,เอี้ยง,การเลี้ยงดู การเลี้ยงให้เจริญเติบโต คอยป้อนอาหาร หยอดน้ำเกลือ ปรนนิบัติ ช่วยเหลือดูแล การริเริ่มก่อตั้ง,,,,,,,,,,,,,,,,,
,,กำเนิดทารก,ความสมบรูณ์แบบที่อาศัยอยู่ในครรภ์ ก่อกำเนิดมาเป็นทารก ต้องคอยดูแลประคบประหงมเลี้ยงดูให้เจริญเติบโต,,,,,,,,,,,,,,,,,
,,,การเลี้ยงดูให้มีความเจริญเติบโตอย่างสมบรูณ์ คอยป้อนอาหาร ปรนนิบัติ กล่อมเกลา การดูแล การสั่งสอน การริเริ่มพัฒนา การตั้งไข่ให้มั่นคง การเริ่มต้นก่อตั้ง ค่อยๆเจริญขึ้นอย่างเรื่อยๆ ความเป็นเด็กน้อยที่ต้องคอยดูแลเอาใจใส่เสมอ ความน่ารัก สดใส ร่าเริง มีแต่ความสนุกสนาน
,,
,,
,,
,,
,,
,,,การไหลเวียนของน้ำที่ผุดออกมาจากตาน้ำ เพื่อการใช้สอย,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
