ดิน,หมอ,,สามารถสร้างตัวเองจากจุดเริ่มต้นเล็ก ๆ ได้อย่างมั่นคง แต่หากมองข้ามรายละเอียดหรือข้อผิดพลาดเล็กน้อย อาจทำให้เกิดปัญหาใหญ่ ควรใส่ใจในการวางระบบงาน และจัดการทีมให้มั่นคงก่อนขยายออกไป การมีระเบียบและรอบคอบจะนำพาความสำเร็จในระยะยาว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฟ2,丁,,อ่อนโยน สุภาพ กตัญญู รอบคอบ ชอบเรียนรู้ สนใจปรัชญาและการคิดลึกซึ้ง เก่งหลายด้าน เสียสละเพื่อคนอื่น ชอบเป็นแรงบันดาลใจให้คนรอบข้าง มีความรัก เข้าใจสถานการณ์รอบตัวเก่ง มองเห็นโอกาสและแนวทางได้ดี แต่บางครั้งมัวแต่ช่วยคนอื่นจนลืมดูแลตัวเอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,丑,,สุขุม อดทน เดินหน้าอย่างมั่นคง ไม่เร่งรีบ รักความสงบและไม่ชอบความขัดแย้ง ชอบอยู่ร่วมกับคนที่ไว้ใจได้ มีระเบียบในชีวิตประจำวัน และมักใช้ชีวิตแบบเดิมซ้ำ ๆ แต่หากถูกรบกวนมากเกินไป อาจแสดงอารมณ์รุนแรงได้,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
น้ำ,หมอ,,เป็นคนขยัน ทรหดอดทน และไม่ย่อท้อต่ออุปสรรค หากลงทุนให้ถูกทาง ถูกเวลา และกับคนที่เหมาะสม จะนำมาซึ่งความมั่งคั่ง แม้บางครั้งจะเหนื่อยหรือเบื่อกับปัญหาเดิม ๆ แต่หากคุณยังมุ่งมั่นต่อไป ผลลัพธ์จะคุ้มค่าและสร้างความมั่นคงให้กับชีวิตได้มากมาย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฟ2,丁,,อ่อนโยน สุภาพ กตัญญู รอบคอบ ชอบเรียนรู้ สนใจปรัชญาและการคิดลึกซึ้ง เก่งหลายด้าน เสียสละเพื่อคนอื่น ชอบเป็นแรงบันดาลใจให้คนรอบข้าง มีความรัก เข้าใจสถานการณ์รอบตัวเก่ง มองเห็นโอกาสและแนวทางได้ดี แต่บางครั้งมัวแต่ช่วยคนอื่นจนลืมดูแลตัวเอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,卯,,ระมัดระวังสูง ไวต่อสิ่งรอบตัว มักตอบสนองเร็วต่อเสียงหรือสถานการณ์ผิดปกติ ทำอะไรเงียบและรวดเร็ว ไม่ชอบอยู่ในที่โล่งแจ้งหรือเสี่ยงภัย และมักถอยหนีทันทีเมื่อรู้สึกไม่ปลอดภัย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟ,แป่,,มีนิสัยใจร้อน โกรธง่าย และควบคุมตัวเองไม่ได้ ทำให้เสียโอกาสและความสัมพันธ์ไปหลายอย่าง ควรฝึกสมาธิและควบคุมอารมณ์ เพื่อไม่ให้ความโกรธทำร้ายตัวเองและผู้อื่น ความสามารถของคุณต้องได้รับการพัฒนาอย่างต่อเนื่อง มิฉะนั้นจะไม่เป็นที่ยอมรับ พึงระวังความหลงใหลในสิ่งผิด ๆ เพราะจะนำมาซึ่งความเดือดร้อน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฟ2,丁,,อ่อนโยน สุภาพ กตัญญู รอบคอบ ชอบเรียนรู้ สนใจปรัชญาและการคิดลึกซึ้ง เก่งหลายด้าน เสียสละเพื่อคนอื่น ชอบเป็นแรงบันดาลใจให้คนรอบข้าง มีความรัก เข้าใจสถานการณ์รอบตัวเก่ง มองเห็นโอกาสและแนวทางได้ดี แต่บางครั้งมัวแต่ช่วยคนอื่นจนลืมดูแลตัวเอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,巳,,เงียบ ขรึม และสุขุม มักใช้เวลาสังเกตก่อนลงมือ เคลื่อนไหวช้าแต่แม่นยำและรวดเร็วเมื่อจำเป็น ไวต่อสภาพแวดล้อมและอารมณ์รอบตัว ชอบอยู่ในที่สงบ ไม่วุ่นวาย และสามารถฟื้นตัวจากปัญหาได้ดีเมื่อมีเวลาตาม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ดิน,ตี้อ๋วง,,เป็นคนมั่นใจในตัวเองสูง จนบางครั้งไม่ค่อยฟังความคิดเห็นจากผู้อื่น ความรู้ที่มีอาจใช้ไม่ตรงจุด ควรคัดกรองให้เหมาะกับตัวเอง หมั่นแยกแยะสิ่งที่ใช่เพื่อสร้างความมั่นคง ความมั่นใจที่มากเกินไปอาจปิดกั้นโอกาสดี ๆ ควรฟังผู้อื่นบ้าง เพื่อไม่ให้พลาดหรือเสียหาย หมั่นควบคุมอารมณ์ อย่าดื้อหรือใจร้อนเกินไป และอย่าปิดใจต่อคนที่คิดต่าง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฟ2,丁,,อ่อนโยน สุภาพ กตัญญู รอบคอบ ชอบเรียนรู้ สนใจปรัชญาและการคิดลึกซึ้ง เก่งหลายด้าน เสียสละเพื่อคนอื่น ชอบเป็นแรงบันดาลใจให้คนรอบข้าง มีความรัก เข้าใจสถานการณ์รอบตัวเก่ง มองเห็นโอกาสและแนวทางได้ดี แต่บางครั้งมัวแต่ช่วยคนอื่นจนลืมดูแลตัวเอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,未,,อ่อนโยน ชอบอยู่ร่วมกับผู้อื่นเพื่อความสบายใจ บางครั้งก็ชอบความเป็นส่วนตัว มักไม่แสดงอารมณ์ชัดเจน ชอบสิ่งแวดล้อมที่ปลอดภัยและสงบ เข้าใจความรู้สึกของคนรอบข้าง และใช้การสังเกตอย่างเงียบ ๆ แทนการเผชิญหน้า,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
น้ำ,กวงตั่ว,,เป็นคนบุคลิกชัดเจน มีความรู้หลากหลาย และสามารถนำมาปรับใช้กับชีวิตได้ดี หากรู้จักตัวเองและพัฒนาให้ตรงจุด จะพบความสำเร็จ ควรตั้งเป้าหมายให้ชัด ไม่ไหลตามกระแสนิยม และตัดสิ่งที่ไม่จำเป็นออกจากชีวิต คุณเป็นที่พึ่งให้คนรอบข้างได้ดี และมีโอกาสสร้างความเจริญให้กับตัวเองอย่างมั่นคง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฟ2,丁,,อ่อนโยน สุภาพ กตัญญู รอบคอบ ชอบเรียนรู้ สนใจปรัชญาและการคิดลึกซึ้ง เก่งหลายด้าน เสียสละเพื่อคนอื่น ชอบเป็นแรงบันดาลใจให้คนรอบข้าง มีความรัก เข้าใจสถานการณ์รอบตัวเก่ง มองเห็นโอกาสและแนวทางได้ดี แต่บางครั้งมัวแต่ช่วยคนอื่นจนลืมดูแลตัวเอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,酉,,ตรงต่อเวลา รู้บทบาทหน้าที่ของตนเองชัดเจน ยึดหลักลำดับขั้นในสังคม ใส่ใจพื้นที่ส่วนตัวและคนใกล้ชิด ชอบจัดระเบียบชีวิตประจำวัน และไวต่อสิ่งรบกวนหรือความไม่เรียบร้อยรอบตัว มักกระตุ้นให้คนอื่นทำงานอย่างที่ตัวเองหวัง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟ,เซี่ยงแซ,,เป็นคนมีความสามารถรอบด้าน คิดเป็นระบบ สุขุมเยือกเย็น มองโลกในแง่ดี และมีทัศนคติที่ก้าวหน้า สามารถเปลี่ยนของธรรมดาให้มีคุณค่าและรายได้ การค้าขายเจริญรุ่งเรือง มีผู้สนับสนุน และมีชื่อเสียงที่ดี หากใช้ความคิดสร้างสรรค์อย่างต่อเนื่อง จะนำไปสู่ความมั่นคงและความสำเร็จ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ฟ2,丁,,อ่อนโยน สุภาพ กตัญญู รอบคอบ ชอบเรียนรู้ สนใจปรัชญาและการคิดลึกซึ้ง เก่งหลายด้าน เสียสละเพื่อคนอื่น ชอบเป็นแรงบันดาลใจให้คนรอบข้าง มีความรัก เข้าใจสถานการณ์รอบตัวเก่ง มองเห็นโอกาสและแนวทางได้ดี แต่บางครั้งมัวแต่ช่วยคนอื่นจนลืมดูแลตัวเอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,亥,,ใจเย็น เฉื่อยชา นอนมาก ชอบขุดคุ้ยเรื่องเก่า ๆ รักความเรียบง่าย ชอบใช้ชีวิตสบาย ๆ ในสิ่งแวดล้อมที่ปลอดภัย มีความละเอียดในสิ่งเล็ก ๆ แม้ดูเงียบเฉย แต่มีสัมผัสไวต่อความรู้สึก และหลีกเลี่ยงสถานการณ์ที่เสียงดังหรือวุ่นวาย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ดิน,ทอ,,เหมาะกับการทำงานที่สอดคล้องกับความสามารถ หากฝืนทำสิ่งใหญ่เกินตัว อาจเกิดความเสียหาย ควรเริ่มจากสิ่งเล็ก ๆ แล้วค่อย ๆ พัฒนา ระวังการหลงเชื่อข่าวหรือคำพูดที่ก่อให้เกิดความแตกแยก ใช้สติและมุมมองเชิงบวกในการตัดสินใจ คุณจะประสบผลสำเร็จหากไม่ละเลยความอดทน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ด1,戊,,เป็นคนจงรักภักดี ซื่อสัตย์ รอบคอบ น่าเชื่อถือ รักษาคำพูด ใจกว้าง พึ่งพาได้ ไม่ชอบเล่ห์เหลี่ยม เก็บความลับเก่ง สุภาพ เรียบง่าย พอใจกับสิ่งที่ตัวเองมี ชอบเก็บสะสม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,子,,เคลื่อนไหวไว ไหวพริบดี มักระวังตัวและไม่ประมาท ชอบสังเกตและจับจังหวะก่อนลงมือ ชินกับการทำงานหรือใช้ชีวิตในช่วงกลางคืน รู้จักเลือกอยู่ในที่ที่ปลอดภัย และมีนิสัยชอบสะสมหรือเตรียมสำรองไว้ล่วงหน้าเสมอ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟ,ทอ,,เป็นคนอบอุ่น ใคร ๆ ก็อยากเข้าใกล้และขอคำปรึกษา แต่ควรระวังปมในใจที่อาจทำให้คุณอารมณ์แปรปรวน หมั่นพัฒนาตนเองอย่างต่อเนื่อง และทำสิ่งต่าง ๆ ให้เสร็จทีละอย่าง ไม่ควรทำหลายอย่างพร้อมกัน เพราะอาจเกิดความเสียหายได้ คิดให้รอบคอบก่อนตัดสินใจ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ด1,戊,,เป็นคนจงรักภักดี ซื่อสัตย์ รอบคอบ น่าเชื่อถือ รักษาคำพูด ใจกว้าง พึ่งพาได้ ไม่ชอบเล่ห์เหลี่ยม เก็บความลับเก่ง สุภาพ เรียบง่าย พอใจกับสิ่งที่ตัวเองมี ชอบเก็บสะสม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,寅,,รักอิสระ มักทำงานคนเดียว ไม่ชอบพึ่งพาผู้อื่น เงียบขรึมแต่ลงมืออย่างแม่นยำ รักพื้นที่ส่วนตัวและไม่ยอมให้ใครล้ำเส้น ใช้พลังเฉพาะเมื่อจำเป็น ไม่แสดงออกเกินเหตุ และมักไม่ไว้ใจสิ่งแปลกหน้าหรือคนที่ไม่คุ้นเคย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ดิน,เซี่ยงแซ,,ครอบครัวที่มั่นคงเป็นจุดเริ่มต้นของชีวิตที่มีคุณภาพสำหรับคุณ ควรยึดมั่นในเจตนารมณ์ที่ดี และหลีกเลี่ยงคำพูดจากคนไม่หวังดี เพราะอาจนำไปสู่ความเสียหาย อย่ายึดติดกับความคิดลบหรือข่าวลือที่ไม่มีมูล เพราะสิ่งเหล่านี้จะบั่นทอนความเจริญของคุณได้,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ด1,戊,,เป็นคนจงรักภักดี ซื่อสัตย์ รอบคอบ น่าเชื่อถือ รักษาคำพูด ใจกว้าง พึ่งพาได้ ไม่ชอบเล่ห์เหลี่ยม เก็บความลับเก่ง สุภาพ เรียบง่าย พอใจกับสิ่งที่ตัวเองมี ชอบเก็บสะสม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,辰,,เปี่ยมด้วยพลังที่หลากหลาย มีความสามารถรอบด้าน มักแสดงออกอย่างโดดเด่นและน่าเกรงขาม บุคลิกสง่างามและลึกลับ มีพลังในการเปลี่ยนแปลงสิ่งรอบตัวได้เหมือนควบคุมธรรมชาติ และอารมณ์เปลี่ยนแปลงรวดเร็ว ยากจะคาดเดา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไม้,กวงตั่ว,,เป็นคนทะเยอทะยานและมุ่งมั่น มีคนสนับสนุนและเป็นที่พึ่งพิงของผู้อื่น คุณมีความรู้เฉพาะทางที่สามารถต่อยอดเป็นรายได้และทรัพย์สินมากมาย หากพัฒนาสิ่งที่ถนัดอย่างต่อเนื่อง จะเกิดความมั่นคงทั้งด้านการเงินและสังคม โอกาสความก้าวหน้าอยู่ในมือคุณ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ด1,戊,,เป็นคนจงรักภักดี ซื่อสัตย์ รอบคอบ น่าเชื่อถือ รักษาคำพูด ใจกว้าง พึ่งพาได้ ไม่ชอบเล่ห์เหลี่ยม เก็บความลับเก่ง สุภาพ เรียบง่าย พอใจกับสิ่งที่ตัวเองมี ชอบเก็บสะสม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,午,,กระฉับกระเฉง รักอิสระ ไม่ชอบการถูกบังคับ ตอบสนองไวต่อสิ่งเร้า ชอบมีสังคมเพื่อความมั่นใจ แต่ก็ต้องการพื้นที่ส่วนตัวในการปลดปล่อยพลังงาน เมื่อเริ่มต้นสิ่งใดแล้วมักหยุดยากหากยังมีแรงผลักดัน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟ,ตี้อ๋วง,,เป็นคนที่มีอารมณ์ร้อนและยากต่อการควบคุม จนอาจไม่มีใครอยากอยู่ใกล้ ควรหมั่นทบทวนตัวเอง และปรับมุมมองใหม่ ถ้าคุณเปลี่ยนทัศนคติ จะพบกับความรุ่งเรือง ควรหลีกเลี่ยงสภาพแวดล้อมที่เป็นพิษ และมองหาที่ที่สร้างพลังบวกให้กับใจของคุณ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ด1,戊,,เป็นคนจงรักภักดี ซื่อสัตย์ รอบคอบ น่าเชื่อถือ รักษาคำพูด ใจกว้าง พึ่งพาได้ ไม่ชอบเล่ห์เหลี่ยม เก็บความลับเก่ง สุภาพ เรียบง่าย พอใจกับสิ่งที่ตัวเองมี ชอบเก็บสะสม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,申,,คล่องแคล่ว ว่องไว มีความอยากรู้อยากเห็นสูง รักการเรียนรู้และทดลองสิ่งใหม่ มักใช้วิธีคิดสร้างสรรค์ แฝงอารมณ์ขัน และสามารถใช้สิ่งรอบตัวให้เกิดประโยชน์ได้อย่างชาญฉลาด ไม่ชอบให้ใครมาล่วงล้ำพื้นที่ส่วนตัว,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ดิน,แป่,,มีความพยายามสูง แม้จะท้อแต่ก็ไม่ยอมแพ้ อย่างไรก็ตามบางครั้งอาจล้มเลิกกลางทาง หากมีอคติในใจควรรีบปล่อยวาง และชำระใจให้ใสสะอาด ระยะเวลาคือสิ่งสำคัญ การวางแผนอย่างมีระบบจะช่วยให้คุณประสบความสำเร็จ ควรลด ละ เลิก สิ่งที่ไม่เป็นประโยชน์ และมุ่งมั่นกับสิ่งที่รักอย่างต่อเนื่อง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ด1,戊,,เป็นคนจงรักภักดี ซื่อสัตย์ รอบคอบ น่าเชื่อถือ รักษาคำพูด ใจกว้าง พึ่งพาได้ ไม่ชอบเล่ห์เหลี่ยม เก็บความลับเก่ง สุภาพ เรียบง่าย พอใจกับสิ่งที่ตัวเองมี ชอบเก็บสะสม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,戌,,จงรักภักดี ซื่อสัตย์ ชัดเจนในความสัมพันธ์ พร้อมปกป้องคนที่รัก สื่อสารตรงไปตรงมา และใช้สัญชาตญาณในการแยกแยะความรู้สึกของผู้คน รักษาระเบียบในกลุ่ม และยึดถือความสัมพันธ์แบบมีลำดับขั้น,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไม้,หมอ,,เป็นคนมีคุณค่า แม้จะเติบโตในสภาพแวดล้อมที่ไม่เอื้ออำนวย แต่ก็เปี่ยมด้วยประโยชน์และเป็นที่พึ่งให้กับคนอื่นได้ดี ระวังการถูกใส่ร้ายหรือเข้าใจผิด การริเริ่มสิ่งใหม่ควรทำแบบค่อยเป็นค่อยไป ความพากเพียรและมานะของคุณจะนำไปสู่ความมั่งคั่งและสำเร็จในที่สุด,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ด2,己,,เป็นคนขยัน ทำหลายอย่างได้พร้อมกัน มีความคิดสร้างสรรค์ เข้าใจผู้อื่น ปรับตัวเก่ง ใจดี รู้จักแบ่งปัน ใช้ทรัพยากรได้ดี เข้าใจทั้งทางโลกและทางธรรม สงบ นิ่ง เป็นมิตรกับคนรอบข้าง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,丑,,สุขุม อดทน เดินหน้าอย่างมั่นคง ไม่เร่งรีบ รักความสงบและไม่ชอบความขัดแย้ง ชอบอยู่ร่วมกับคนที่ไว้ใจได้ มีระเบียบในชีวิตประจำวัน และมักใช้ชีวิตแบบเดิมซ้ำ ๆ แต่หากถูกรบกวนมากเกินไป อาจแสดงอารมณ์รุนแรงได้,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟ,หมอ,,เป็นคนมั่นใจในตัวเองมาก บางครั้งไม่เปิดใจฟังผู้อื่น และอาจแสดงออกถึงความเย่อหยิ่งโดยไม่รู้ตัว ควรลดทิฐิและปล่อยวางความคิดเดิม ๆ เพราะความยึดติดอาจทำให้คนรอบข้างตีตัวออกห่าง หากคุณเริ่มต้นจากสิ่งที่ถูกต้องและยึดหลักคุณธรรม จะสามารถสร้างความมั่นคงและความเจริญในชีวิตได้,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ด2,己,,เป็นคนขยัน ทำหลายอย่างได้พร้อมกัน มีความคิดสร้างสรรค์ เข้าใจผู้อื่น ปรับตัวเก่ง ใจดี รู้จักแบ่งปัน ใช้ทรัพยากรได้ดี เข้าใจทั้งทางโลกและทางธรรม สงบ นิ่ง เป็นมิตรกับคนรอบข้าง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,卯,,ระมัดระวังสูง ไวต่อสิ่งรอบตัว มักตอบสนองเร็วต่อเสียงหรือสถานการณ์ผิดปกติ ทำอะไรเงียบและรวดเร็ว ไม่ชอบอยู่ในที่โล่งแจ้งหรือเสี่ยงภัย และมักถอยหนีทันทีเมื่อรู้สึกไม่ปลอดภัย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ดิน,แป่,,ความอ่อนน้อมถ่อมตนคือจุดแข็งของคุณ ซึ่งจะนำพาชีวิตไปสู่ความเจริญทั้งทางตรงและทางอ้อม การอดทนและขยันหมั่นเพียรทำสิ่งเดิมอย่างตั้งใจ แม้เป้าหมายจะดูห่างไกล แต่หากมีความมุ่งมั่นไม่ย่อท้อ ความสำเร็จก็อยู่ไม่ไกลเกินเอื้อม,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ด2,己,,เป็นคนขยัน ทำหลายอย่างได้พร้อมกัน มีความคิดสร้างสรรค์ เข้าใจผู้อื่น ปรับตัวเก่ง ใจดี รู้จักแบ่งปัน ใช้ทรัพยากรได้ดี เข้าใจทั้งทางโลกและทางธรรม สงบ นิ่ง เป็นมิตรกับคนรอบข้าง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,巳,,เงียบ ขรึม และสุขุม มักใช้เวลาสังเกตก่อนลงมือ เคลื่อนไหวช้าแต่แม่นยำและรวดเร็วเมื่อจำเป็น ไวต่อสภาพแวดล้อมและอารมณ์รอบตัว ชอบอยู่ในที่สงบ ไม่วุ่นวาย และสามารถฟื้นตัวจากปัญหาได้ดีเมื่อมีเวลา,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไม้,ตี้อ๋วง,,มีจิตใจเมตตา รักการช่วยเหลือผู้อื่น แต่ควรระวังการยื่นมือช่วยเหลือจนตนเองเดือดร้อน การใช้ชีวิตแบบอิสระเกินไปอาจนำความลำบากมาสู่ตัวเอง ควรกำหนดเป้าหมายให้ชัดเจน และโฟกัสกับสิ่งที่สำคัญเพียงหนึ่งอย่าง หากทำได้ คุณจะประสบผลสำเร็จอย่างแท้จริง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ด2,己,,เป็นคนขยัน ทำหลายอย่างได้พร้อมกัน มีความคิดสร้างสรรค์ เข้าใจผู้อื่น ปรับตัวเก่ง ใจดี รู้จักแบ่งปัน ใช้ทรัพยากรได้ดี เข้าใจทั้งทางโลกและทางธรรม สงบ นิ่ง เป็นมิตรกับคนรอบข้าง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,未,,อ่อนโยน ชอบอยู่ร่วมกับผู้อื่นเพื่อความสบายใจ บางครั้งก็ชอบความเป็นส่วนตัว มักไม่แสดงอารมณ์ชัดเจน ชอบสิ่งแวดล้อมที่ปลอดภัยและสงบ เข้าใจความรู้สึกของคนรอบข้าง และใช้การสังเกตอย่างเงียบ ๆ แทนการเผชิญหน้า,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟ,กวงตั่ว,,เป็นคนทรงคุณค่า มีความรู้ที่สามารถนำไปต่อยอดได้จริง หากนำความรู้จากอดีตมาประยุกต์ให้เข้ากับยุคปัจจุบัน จะเกิดประโยชน์อย่างมาก ไม่เพียงกับตัวคุณเอง แต่ยังรวมถึงคนในชุมชนด้วย ผลจากความพยายามของคุณจะนำมาซึ่งความสำเร็จและความมั่นคง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ด2,己,,เป็นคนขยัน ทำหลายอย่างได้พร้อมกัน มีความคิดสร้างสรรค์ เข้าใจผู้อื่น ปรับตัวเก่ง ใจดี รู้จักแบ่งปัน ใช้ทรัพยากรได้ดี เข้าใจทั้งทางโลกและทางธรรม สงบ นิ่ง เป็นมิตรกับคนรอบข้าง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,酉,,ตรงต่อเวลา รู้บทบาทหน้าที่ของตนเองชัดเจน ยึดหลักลำดับขั้นในสังคม ใส่ใจพื้นที่ส่วนตัวและคนใกล้ชิด ชอบจัดระเบียบชีวิตประจำวัน และไวต่อสิ่งรบกวนหรือความไม่เรียบร้อยรอบตัว มักกระตุ้นให้คนอื่นทำงานอย่างที่ตัวเองหวัง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ดิน,เซี่ยงแซ,,เป็นคนเก่ง ปรับตัวเก่ง และได้รับการยอมรับจากสังคม มีความอ่อนโยนและชอบฟังมากกว่าพูด แม้บางคนอาจมองว่าคุณเฉยชา แต่แท้จริงแล้วคุณมีความตั้งใจสูง ถ้าคุณยิ้มแย้มและเปิดใจให้มากขึ้น จะช่วยให้คนรอบข้างเข้าใจคุณได้ดีขึ้น,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ด2,己,,เป็นคนขยัน ทำหลายอย่างได้พร้อมกัน มีความคิดสร้างสรรค์ เข้าใจผู้อื่น ปรับตัวเก่ง ใจดี รู้จักแบ่งปัน ใช้ทรัพยากรได้ดี เข้าใจทั้งทางโลกและทางธรรม สงบ นิ่ง เป็นมิตรกับคนรอบข้าง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,亥,,ใจเย็น เฉื่อยชา นอนมาก ชอบขุดคุ้ยเรื่องเก่า ๆ รักความเรียบง่าย ชอบใช้ชีวิตสบาย ๆ ในสิ่งแวดล้อมที่ปลอดภัย มีความละเอียดในสิ่งเล็ก ๆ แม้ดูเงียบเฉย แต่มีสัมผัสไวต่อความรู้สึก และหลีกเลี่ยงสถานการณ์ที่เสียงดังหรือวุ่นวาย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไม้,ทอ,,มีคุณค่าในแบบของตัวเอง ไม่จำเป็นต้องเปรียบเทียบหรือแข่งขันกับใคร ขอเพียงคุณไม่ละทิ้งเป้าหมาย และลงมือทำอย่างต่อเนื่อง ผลลัพธ์ที่ได้จะคุ้มค่าเสมอ อย่าหยุดกลางคัน และงดเว้นการทำอะไรเพียงผิวเผิน คิดให้ชัด ทำให้จริง คุณจะเติบโตตามศักยภาพของตัวเอง,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ท1,庚,,เป็นคนรักความยุติธรรม มีความรับผิดชอบ ชัดเจน แข็งแกร่ง อดทนเก่ง มีแผนการ ชอบความท้าทาย กล้าสู้ กล้าเสี่ยง เปิดเผย และไม่ยอมแพ้ต่ออุปสรรคจนกว่าจะถึงเป้าหมาย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
